"regulation_type","name","total_count","genes_in_term","regulated_count","regulated_genes","gene_set","expected_count","fold_enrichment","p_value","p_adj"
"down","negative regulation of steroid biosynthetic process",5,"BMP2;BMP5;INSIG2;NR0B1;WNT4",1,"BMP2","down",0.404858299595142,2.47,0.344413442503035,1
"down","negative regulation of stress fiber assembly",27,"ARHGAP28;ARHGAP6;ARHGEF18;CGNL1;CLASP1;CLASP2;CORO2B;DLC1;F11R;FRMD7;INPP5K;MYOC;PAK2;PFN1;PHLDB2;PIK3R1;PPFIA1;RHPN1;RHPN2;RHPN2P1;S1PR1;STMN1;TACSTD2;TJP1;TMEFF2;WAS;WASF2",2,"CORO2B;PAK2","down",2.18623481781377,0.914814814814815,0.654483406942809,1
"down","negative regulation of synaptic transmission",7,"ADNP;BCHE;GNAI2;IL1B;PCDH17;TNR;TPRG1L",1,"IL1B","down",0.566801619433198,1.76428571428571,0.446303321114924,1
"down","negative regulation of synaptic transmission, GABAergic",6,"ADORA1;CNR2;HTR1B;NPY5R;SLC6A1;STXBP1",1,"STXBP1","down",0.48582995951417,2.05833333333333,0.39750741892763,1
"down","negative regulation of systemic arterial blood pressure",17,"ADORA1;ARHGAP42;BBS4;BMPR2;CRH;GPR37L1;IER3;KCNK6;KL;NPPA;NPPB;NTSR1;PRCP;TAC1;TAC4;TNF;TRPV1",1,"TRPV1","down",1.37651821862348,0.726470588235294,0.762100033516451,1
"down","negative regulation of thymocyte apoptotic process",10,"ADA;BCL11B;BMP4;EFNA1;HIF1A;JAK3;KIFAP3;PTCRA;RAG1;RORC",1,"BCL11B","down",0.809716599190283,1.235,0.570242096702958,1
"down","negative regulation of toll-like receptor 2 signaling pathway",6,"ACOD1;MFHAS1;NOD2;TLR6;TNFAIP3;TREM2",1,"TNFAIP3","down",0.48582995951417,2.05833333333333,0.39750741892763,1
"down","negative regulation of toll-like receptor 4 signaling pathway",12,"ACOD1;BPIFB1;DAB2IP;LILRA2;MFHAS1;NR1D1;SQSTM1;TAX1BP1;TICAM2;TNFAIP3;TREM2;TRIM32",1,"TNFAIP3","down",0.97165991902834,1.02916666666667,0.637046270231501,1
"down","negative regulation of transcription by RNA polymerase I",5,"ACTR6;BAZ2A;CREBBP;DDX21;FLNA",1,"DDX21","down",0.404858299595142,2.47,0.344413442503035,1
"down","negative regulation of transcription by RNA polymerase II",860,"AASS;ACVR2B;AEBP1;AEBP2;AJUBA;AKIRIN2;ALX1;AMOT;AMOTL2;ANKRD2;APBB1;APBB2;APP;AR;ARID4A;ARID4B;ARID5A;ARID5B;ARX;ASCL1;ASCL3;ATF2;ATF3;ATF4;ATF7;ATF7IP;ATN1;ATXN1;ATXN1L;AURKB;BACH1;BACH2;BARX2;BATF3;BCL11A;BCL6;BCL6B;BCOR;BCORL1;BEND3;BHLHE40;BHLHE41;BIN1;BMP2;BMP4;BMP6;BPTF;BRMS1;BRMS1L;BTG2;C1QBP;CALR;CAV1;CBFA2T2;CBFB;CBX2;CBX4;CBX5;CBX6;CBX7;CBX8;CC2D1B;CCND1;CCND3;CCNE1;CD36;CDC73;CDK2;CDK6;CDKN1C;CDX2;CDX4;CEBPA;CEBPB;CELA1;CGGBP1;CHD3;CHD4;CHD8;CIITA;CITED2;CNBP;CNOT1;CNOT2;COPS2;CPEB3;CREB3L1;CREBBP;CREBRF;CREM;CRY1;CRY2;CRYM;CTBP1;CTBP2;CTCF;CTNNB1;CUL3;CUX1;CUX2;CXXC5;DAB2;DAB2IP;DACH1;DACT1;DCAF1;DDIT3;DDX20;DDX5;DEAF1;DKK1;DLG1;DLL4;DLX1;DLX2;DLX4;DMAP1;DMBX1;DMRT1;DNAJA3;DNAJB1;DNAJB4;DNAJC17;DNMT1;DNMT3A;DNMT3B;DPF2;DR1;DRAP1;DUSP22;DUSP26;E2F1;E2F6;E2F7;E2F8;E4F1;EDN1;EDNRB;EED;EFNA1;EGR1;EHMT1;EHMT2;EID1;EID2;ELK3;ELK4;EN1;ENG;ENO1;EOMES;EP300;EPC1;EPO;ERF;ESR1;ESR2;ESX1;ETV3;ETV5;ETV6;ETV7;EZH1;EZH2;EZR;FAM220A;FASLG;FBP1;FERD3L;FEZF1;FEZF2;FGF9;FGFR1;FGFR2;FHL2;FLCN;FLYWCH1;FNIP1;FNIP2;FOXA1;FOXA2;FOXC1;FOXC2;FOXD3;FOXE1;FOXF1;FOXG1;FOXH1;FOXJ1;FOXK1;FOXK2;FOXL2;FOXM1;FOXO1;FOXO3;FOXP1;FOXP2;FOXP3;FOXP4;FOXQ1;FOXR1;FOXS1;FRK;FST;GABPA;GADD45A;GATA1;GATA2;GATA3;GATA4;GATA5;GATA6;GATAD2A;GATAD2B;GFI1;GFI1B;GLI2;GLI3;GLIS1;GLIS2;GLIS3;GPS2;GSC;GTF2IRD1;GZF1;HAMP;HAND1;HCFC1;HCFC2;HCLS1;HDAC1;HDAC10;HDAC2;HDAC3;HDAC4;HDAC5;HDAC7;HDAC8;HDAC9;HDGF;HELT;HES1;HES2;HES6;HES7;HESX1;HEXIM1;HEXIM2;HEY1;HEY2;HEYL;HHEX;HIC1;HIC2;HINFP;HIPK2;HIVEP1;HJV;HMBOX1;HMG20A;HMGA2;HMGB1;HMGB2;HNF1B;HNRNPU;HOPX;HOXA2;HOXA7;HOXB13;HOXB3;HOXB4;HOXB8;HOXC8;HOXD8;HOXD9;HSBP1;HSF1;HSF4;HSPA1A;ID1;ID2;ID3;ID4;IFI16;IFI27;IFNG;IGBP1;IGF2;IKZF5;IL33;IL4;IMPACT;ING1;ING2;INSM1;INSM2;IRF2;IRF2BP1;IRF2BP2;IRF2BPL;IRF3;IRF7;IRF8;IRX1;IRX2;IRX3;IRX4;ISL1;JARID2;JAZF1;JDP2;JPH2;KANK2;KAT14;KAT2A;KAT2B;KAT5;KCNIP3;KDM1A;KDM2B;KDM5A;KEAP1;KLF10;KLF11;KLF12;KLF16;KLF2;KLF3;KLF4;KLF5;KLF7;KLF8;KMT5A;LCOR;LDB1;LDB2;LEF1;LEFTY1;LEP;LIN37;LMCD1;LMO1;LMO4;LOXL2;LRRFIP1;LYAR;MACROH2A1;MACROH2A2;MAD2L2;MAEL;MAF;MAFB;MAFF;MAFG;MAFK;MAGEA1;MAGEA10;MAGEA11;MAGEA12;MAGEA3;MAGEA4;MAGEA6;MAGEA8;MAGEB1;MAGEB10;MAGEB16;MAGEB17;MAGEB18;MAGEB2;MAGEB3;MAGEB4;MAGEB6;MAGEB6B;MAGEC1;MAGEC2;MAGEC3;MAGED1;MAGED2;MAGED4;MAGEE1;MAGEE2;MAGEF1;MAGEH1;MAP2K5;MAX;MAZ;MBD1;MBD2;MBD3;MBD3L2;MBD3L2B;MBD3L3;MBD3L4;MBD3L5;MBIP;MCPH1;MDFI;MDM2;MDM4;MECP2;MED1;MED25;MEF2A;MEF2C;MEIS2;MEN1;MEPCE;MIER1;MIER2;MIER3;MITF;MLIP;MLX;MLXIPL;MMP12;MNT;MNX1;MORC3;MOSPD1;MSC;MSX1;MSX2;MTA1;MTA2;MTA3;MTDH;MXD1;MXD3;MXD4;MYOCD;MYOZ1;MYOZ2;MYT1L;MZF1;N4BP2L2;NACA;NACC1;NACC2;NANOG;NCK1;NCK2;NCOA2;NCOA5;NCOR1;NCOR2;NEDD4;NELFE;NEUROG3;NFATC2;NFATC3;NFATC4;NFE2L1;NFE2L3;NFIB;NFIC;NFIX;NFKB1;NIF3L1;NIPBL;NKAP;NOC2L;NODAL;NOG;NOP53;NOTCH1;NOTCH2;NOTCH3;NOTCH4;NPAS1;NR0B1;NR0B2;NR1D1;NR1D2;NR1H2;NR1H3;NR1H4;NR1I2;NR1I3;NR2C1;NR2C2;NR2E1;NR2E3;NR2F1;NR2F2;NR2F6;NR3C1;NR4A2;NR4A3;NR6A1;NRARP;NRIP1;NRIP2;NSD1;NSD2;OGT;OLIG2;OLIG3;ORC2;OSR1;OSR2;OTP;OTUD7B;OVOL1;OVOL2;PARP1;PARP15;PARP9;PATZ1;PAWR;PAX5;PAX6;PCBP3;PCGF1;PCGF2;PCGF6;PCNA;PDE2A;PDX1;PEG3;PER1;PER2;PER3;PHB1;PHF12;PHF14;PHF19;PHF21A;PHF6;PIAS1;PIAS3;PIAS4;PITX2;PKIA;PKIG;PLAGL1;PLK1;PLK3;POU1F1;POU4F1;POU4F2;POU5F1;POU6F1;PPARA;PPARD;PPARG;PPID;PPP1R13L;PRDM1;PRDM12;PRDM13;PRDM14;PRDM16;PRDM2;PRDM5;PRDM6;PRKN;PRMT6;PROP1;PROX1;PRRX1;PSEN1;PTCH1;PTPN2;PTPRC;PURA;PURB;RALY;RARA;RARB;RARG;RB1;RBL1;RBM10;RBPJ;REST;RFC1;RFX5;RIF1;RIPPLY1;RIPPLY2;RIPPLY3;RITA1;RNF2;RORC;RPL10;RPL23;RPS14;RREB1;RUNX1;RUNX3;RXRA;RYBP;SALL1;SALL4;SAMD1;SAMD11;SAMD7;SAP130;SAP30;SAP30L;SARNP;SARS1;SATB1;SATB2;SCGB1A1;SCRT2;SDCBP;SDR16C5;SEMA4D;SFN;SFPQ;SGF29;SHH;SHOX2;SIM2;SIN3A;SIN3B;SINHCAF;SIRT1;SIRT2;SIRT6;SIRT7;SIX1;SKI;SKIL;SKOR1;SKOR2;SLA2;SMAD3;SMAD4;SMAD5;SMAD7;SMURF2;SMYD2;SNAI1;SNAI2;SNAI3;SNCA;SNW1;SORBS3;SOX1;SOX10;SOX11;SOX12;SOX13;SOX14;SOX15;SOX18;SOX2;SOX21;SOX3;SOX30;SOX4;SOX8;SOX9;SP100;SP2;SP3;SP5;SPDEF;SPEN;SPI1;SQSTM1;SREBF1;SREBF2;SSX1;STAT1;STAT3;STAT6;STRAP;STRN3;SUFU;SUV39H1;SUV39H2;SUZ12;TADA3;TAF1;TAF3;TAF7;TAF9B;TAGLN3;TBL1X;TBL1XR1;TBX15;TBX18;TBX2;TBX20;TBX21;TBX3;TBX6;TBXT;TCERG1;TCF21;TCF23;TCF25;TCF3;TCF7L2;TCFL5;TCP10L;TDG;TENM2;TET1;TFAP2A;TFAP2B;TFAP2C;TFCP2L1;TFEC;TGFB1;TGIF1;TGIF2;TGIF2LX;TGIF2LY;THAP1;THAP11;THAP5;THAP7;THRA;THRB;TMPRSS6;TNF;TNFSF11;TP53;TP63;TRAF6;TRIB3;TRIM27;TRIM28;TRIM29;TRIM33;TRIM37;TRO;TRPS1;TRPV1;TRPV4;TSC22D4;TSG101;TWIST1;TXN;TXNIP;UBE2D1;UBE2D3;UBE2I;UHRF1;URI1;USP2;USP3;USP9X;UXT;VAX1;VAX2;VDR;VEGFA;VHL;VPS72;VSX2;WDR5;WDTC1;WFS1;WNT10B;WT1;WWC1;WWC2;WWC3;WWP2;WWTR1;XBP1;YAP1;YBX1;YBX3;YEATS2;YWHAZ;YY1;ZBED2;ZBED6;ZBTB1;ZBTB10;ZBTB12;ZBTB14;ZBTB16;ZBTB17;ZBTB18;ZBTB2;ZBTB20;ZBTB21;ZBTB25;ZBTB26;ZBTB32;ZBTB33;ZBTB34;ZBTB37;ZBTB39;ZBTB4;ZBTB42;ZBTB45;ZBTB46;ZBTB49;ZBTB5;ZBTB6;ZBTB7A;ZBTB7B;ZBTB8A;ZC3H8;ZEB1;ZEB2;ZFHX3;ZFP36;ZFP90;ZGLP1;ZGPAT;ZHX1;ZHX2;ZKSCAN3;ZMYM5;ZMYND8;ZNF131;ZNF133;ZNF134;ZNF136;ZNF140;ZNF141;ZNF148;ZNF174;ZNF175;ZNF202;ZNF205;ZNF217;ZNF219;ZNF224;ZNF239;ZNF254;ZNF263;ZNF268;ZNF274;ZNF281;ZNF296;ZNF304;ZNF345;ZNF350;ZNF354B;ZNF354C;ZNF366;ZNF431;ZNF469;ZNF512B;ZNF536;ZNF568;ZNF572;ZNF589;ZNF608;ZNF653;ZNF668;ZNF675;ZNF683;ZNF692;ZNF746;ZNF750;ZNF8;ZNF85;ZNF91;ZNF93",35,"BMP2;C1QBP;CEBPB;CTBP2;DMBX1;ELK3;ETV3;FHL2;HDAC9;HES7;HSF1;JARID2;LEF1;LYAR;MAFF;MAFG;MAFK;MORC3;MYOZ2;NACA;PAWR;PDE2A;PKIA;PRDM2;RPL23;RPS14;STRAP;TAGLN3;TGIF1;TRIB3;TRPV1;TXN;VHL;ZBTB33;ZEB1","down",69.6356275303644,0.502616279069767,0.999999468518852,1
"down","negative regulation of transcription elongation by RNA polymerase II",17,"AXIN1;EAPP;EZH2;HEXIM1;HNRNPU;NELFA;NELFB;NELFCD;NELFE;PARP1;RECQL5;RNF168;RNF8;SHH;SIRT6;TCERG1;VHL",1,"VHL","down",1.37651821862348,0.726470588235294,0.762100033516451,1
"down","negative regulation of transforming growth factor beta receptor signaling pathway",86,"ADAM17;ADAMTSL2;ARID4A;ARID4B;ASPN;BAMBI;BCL9L;BMP2;BRMS1;BRMS1L;CAV2;CD109;CDH3;CHST11;CIDEA;CILP;DAND5;EID2;EMILIN1;ENG;FAM89B;FKBP1A;FKBP1C;GDF15;GLG1;HDAC1;HDAC2;HSPA1A;HSPA5;HTRA1;HTRA3;HTRA4;IL17RD;ING1;ING2;INTS9;LDLRAD4;LEMD3;LRRC32;MECOM;MTMR4;OGT;ONECUT1;ONECUT2;OVOL2;PBLD;PDPK1;PEG10;PPARA;PPARG;PRDM16;RASL11B;SAP130;SAP30;SAP30L;SIN3A;SINHCAF;SIRT1;SKI;SKIL;SKOR2;SLC2A10;SMAD6;SMAD7;SMURF1;SMURF2;SNX25;SNX6;SPRED1;SPRED2;SPRED3;SPRY1;SPRY2;STRAP;STUB1;TET1;TGFB3;TGFBR3;TP53;USP15;VASN;VEPH1;WNT1;XBP1;ZBTB7A;ZNF451",5,"BMP2;CIDEA;SPRED3;SPRY2;STRAP","down",6.96356275303644,0.718023255813954,0.835553960115628,1
"down","negative regulation of translation",84,"ACO1;BTG2;CALR;CAPRIN1;CAPRIN2;CELF1;CELF4;CIRBP;CNOT1;CNOT10;CNOT9;CPEB3;CSNK2A1;CYFIP1;DAPK1;DAPK3;DDX3X;DDX6;DHFR;DHX36;EIF2AK2;EIF2AK3;EIF4A3;EIF4E;EIF4E2;EIF4EBP1;EIF4ENIF1;ENC1;EPHA4;EPRS1;FMR1;FXR1;GAPDH;GIGYF2;GRB7;GZMB;IFRD2;IGF2BP1;IGF2BP2;IGF2BP3;IGFBP5;ILF3;INPP5E;IREB2;LIN28A;LSM14A;MALSU1;MRPL13;NANOS1;NANOS2;NANOS3;NCL;OTUD6B;PAIP2;PAIP2B;PATL2;PCIF1;PRKCH;PURA;PURB;PUS7;RACK1;RARA;RBM4;RGS2;RIDA;RNF139;RPL13A;RPS3;SAMD4A;SAMD4B;SERBP1;SHMT1;SYNCRIP;TIA1;TRIM71;TYMS;WFS1;WT1;XRN1;YBX1;ZAR1;ZAR1L;ZNF540",3,"LSM14A;RACK1;RPS3","down",6.80161943319838,0.441071428571429,0.970708856729025,1
"down","negative regulation of translational initiation",15,"AGO2;BANK1;EIF2AK3;EIF2AK4;EIF3E;EIF4E2;EIF4EBP1;EIF4EBP2;EIF4EBP3;FMR1;GIGYF2;PAIP2;PAIP2B;RBM4;SCRIB",1,"EIF3E","down",1.21457489878543,0.823333333333333,0.718303479768112,1
"down","negative regulation of trophoblast cell migration",6,"ACVR1C;ARHGDIB;CALR;GJA1;NODAL;TIMP1",1,"TIMP1","down",0.48582995951417,2.05833333333333,0.39750741892763,1
"down","negative regulation of tumor necrosis factor production",58,"AKAP8;ARG2;ARRB2;AXL;BCL3;BPI;C5AR2;CD33;CHRFAM7A;CHRNA7;CIDEA;CLEC4A;CX3CL1;DEFB114;ELF4;FOXP3;FXR1;GAS6;GHRL;GHSR;GPNMB;GPR18;GSTP1;HAVCR2;IGF1;IL10;IL27RA;IL37;IL4;ILRUN;IRAK3;LBP;LGALS9;LILRB1;MC1R;NFKBIL1;NLRC3;NOD2;NR1H4;ORM1;POMC;PTPN22;PTPN6;RAD21;RARA;SELENOS;SIRPA;SLAMF1;SYT11;THBS1;TLR4;TNFAIP3;TREM2;TRIM27;TSPO;TWIST1;VSIR;ZC3H12A",5,"AKAP8;CIDEA;PTPN22;TNFAIP3;ZC3H12A","down",4.69635627530364,1.06465517241379,0.510292827718998,1
"down","negative regulation of type I interferon production",26,"ACOD1;ATG12;ATG5;BANF1;CUL3;CYLD;DDX56;DHX58;GBP7;GPATCH3;ILRUN;IRGM;ITCH;KAT8;KLHL22;OTUD5;PTPN11;RBX1;RNF125;RNF216;SIGLEC1;TRAF3IP1;TRIM27;TYROBP;UFD1;XAF1",2,"ATG12;PTPN11","down",2.10526315789474,0.95,0.633826614545469,1
"down","negative regulation of type II interferon production",40,"AXL;C1QBP;CD274;CD96;CR1;DDIT3;FOXP3;GAS6;GATA3;HAVCR2;HMGB1;IL10;IL1RL1;IL20RB;IL33;IL36RN;INHA;INHBA;IRGM;LAPTM5;LGALS9;LGALS9B;LILRB1;NLRP6;NOD2;NR1H4;PDCD1LG2;PGLYRP1;PGLYRP2;PGLYRP3;PRNP;RARA;SCGB1A1;SLAMF1;TLR4;TNFSF4;VSIR;XCL1;ZC3H12A;ZNF683",4,"C1QBP;CD274;IL36RN;ZC3H12A","down",3.23886639676113,1.235,0.408312326451507,1
"down","negative regulation of ubiquitin protein ligase activity",10,"BAG2;CDKN2A;FBXO5;MAD2L1;MAD2L2;RPL11;RPL23;RPL5;RPS7;USP44",4,"RPL11;RPL23;RPL5;RPS7","down",0.809716599190283,4.94,0.00604700513521536,1
"down","negative regulation of ubiquitin-dependent protein catabolic process",19,"CDKN2A;HFE;HIPK2;PDCL3;PML;PRMT6;PSEN1;QRICH2;RPL11;RPL23;RPL5;RPS7;SGTA;SUFU;TAF1;TRIM39;USP14;USP5;WNT1",4,"RPL11;RPL23;RPL5;RPS7","down",1.53846153846154,2.6,0.0623242703980776,1
"down","negative regulation of vascular endothelial growth factor receptor signaling pathway",11,"CADM4;DAB2IP;EMILIN1;EPN2;HGS;HHEX;MMRN1;MMRN2;NEDD4;PDCD6;PTPN1",1,"HGS","down",0.890688259109312,1.12272727272727,0.605053479157089,1
"down","negative regulation of vascular endothelial growth factor signaling pathway",11,"ADGRA2;CADM4;DAB2IP;DCN;EMILIN1;HRG;IL12A;IL12B;SEMA6A;SPRY2;XDH",2,"SPRY2;XDH","down",0.890688259109312,2.24545454545455,0.222128272161655,1
"down","negative regulation of vascular permeability",15,"ADM;ADORA2A;AKAP12;AMOT;ANGPT1;ARHGAP35;CEACAM1;CLDN5;DDAH1;FERMT2;PDE2A;PDE3A;PTPRJ;RAMP2;SLIT2",2,"AKAP12;PDE2A","down",1.21457489878543,1.64666666666667,0.345802622942424,1
"down","negative regulation of vasoconstriction",8,"ADM;BMPR2;ITGA4;ITGA9;ITGB1;LEP;MMP2;MTNR1B",1,"ITGB1","down",0.647773279352227,1.54375,0.49114893813158,1
"down","negative regulation of wound healing",12,"AJAP1;CASK;CD109;CLDN19;CLDN3;EPPK1;FGF2;MMRN1;SERPINE1;SMAD3;WFDC1;WNT4",1,"SERPINE1","down",0.97165991902834,1.02916666666667,0.637046270231501,1
"down","nerve development",17,"AFG3L2;BDNF;DAG1;ILK;KCNQ3;LARGE1;NAGLU;NGF;NGFR;NRP2;NRTN;NTF3;NTF4;SCN1A;SCN2A;SEMA3A;SEMA3F",1,"NRP2","down",1.37651821862348,0.726470588235294,0.762100033516451,1
"down","nervous system development",340,"ACHE;ACTL6A;ACTL6B;ACVR1B;ACVR1C;ADGRG6;ADGRV1;ADNP2;ADORA1;ANAPC2;APAF1;APBA1;APBA2;APC;APC2;APLP1;APOB;ARF6;ARHGAP4;ARHGEF7;ARID1A;ARID1B;ATOH8;ATXN10;ATXN3;AVIL;AXL;BDNF;BEND6;BEX1;CABLES1;CAMK1;CAMK1D;CAMK2B;CAMK2G;CBLN1;CCDC88A;CDC20;CHERP;CHODL;CHRM1;CHRM2;CHRM3;CHRNA3;CLN8;CNTFR;CNTN4;CPLX2;CRIM1;CRMP1;CRX;CSPG5;CTF1;CXCL1;CYP46A1;DCLK1;DCTN1;DCX;DIP2B;DLG1;DLG2;DLG3;DLG4;DLX5;DLX6;DOC2A;DOK4;DPF1;DPF2;DPF3;DPYSL2;DPYSL4;DPYSL5;DSCAM;DYNLT1;DYRK1A;ECT2;EDNRB;EFNA5;EFNB3;ELAVL3;ENC1;EP300;EPHB2;ERBB4;ESS2;EVL;FABP7;FBXL17;FEZ1;FEZ2;FGF12;FGF13;FGF14;FGF17;FGF19;FGF2;FGF5;FKTN;FMR1;FN1;FRMD7;FUT10;FZD9;GBX2;GDA;GDF11;GDNF;GDPD5;GFRA1;GFRA2;GFRA3;GFRA4;GFRAL;GJB1;GLRB;GMFB;GPER1;GPM6B;GPSM1;GRIK1;GSK3A;GSS;GUSBP1;HDAC4;HES1;HES4;HES6;HOXB2;IGF2BP1;IGF2BP2;IGF2BP3;IGSF8;IGSF9B;IL3;INHBA;INSC;INTU;IRF2BPL;ISLR2;ITGA8;ITM2B;JAG1;KALRN;KCNQ2;KIF2A;L1CAM;LDB1;LDB2;LGI1;LHX1;LIMK1;LRCH4;LRP5;LRP6;LSAMP;MAB21L2;MAMDC4;MAP1S;MARK4;MBD5;MBNL1;MDGA1;MDGA2;MDK;MEF2C;MEF2D;MOBP;MSI1;MST1R;MTR;MYLIP;MYT1;MYT1L;N4BP3;NAGLU;NAP1L1;NAV1;NAV2;NAV3;NDP;NDUFV2;NELL1;NEURL1;NEUROD2;NEUROG1;NEUROG3;NEXMIF;NGEF;NINJ1;NINJ2;NLGN1;NME1;NOG;NOTCH2;NOTCH2NLR;NOVA1;NR2C2;NR2E1;NR2F1;NR2F2;NR2F6;NRG1;NRG2;NRGN;NRSN1;NRSN2;NRTN;NTF3;NTRK3;NUMBL;OLFM1;OPHN1;P2RX5;PAFAH1B3;PAX2;PAX3;PAX5;PAX6;PAX7;PAX8;PCDH1;PCDH10;PCDHA1;PCDHA10;PCDHA11;PCDHA12;PCDHA13;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA7;PCDHA8;PCDHA9;PCDHB1;PCDHB11;PCDHB12;PCDHB15;PCDHB18P;PCDHB2;PCDHB3;PCDHB4;PCDHB6;PCDHB7;PCDHB8;PCSK2;PHF10;PLAA;POFUT1;POU3F2;PPP2R5D;PPT1;PRKD1;PROX2;PRPS1;PSPN;PTN;PTPRD;PTPRF;PURA;RAPGEF1;RAPGEF5;RAPGEFL1;RASSF10;RBFOX1;RBFOX2;RBFOX3;RBM45;RFNG;RGS9;ROBO1;RTN4IP1;RUFY3;RXRA;RXRB;RXRG;SARM1;SCN2A;SCN2B;SCN3B;SCRG1;SDCBP2;SDHA;SEMA4F;SEMA5A;SEMA6A;SERF1A;SETX;SH2B2;SHOX2;SIAH1;SIGMAR1;SIM1;SIM2;SMPD1;SOX11;SOX14;SOX4;SPRY3;SRGAP2B;SRRM4;STAT3;STMN3;TBCB;TCF12;TCF3;TCF4;TENM1;TFAP2A;TFAP2B;TGFBR1;TGFBR2;TIMM8A;TMEM41B;TMOD2;TNR;TPP1;TRAPPC6B;TRIM3;TRPC5;TTLL7;TYRO3;UNC119;UNC119B;USP20;USP33;UTP11;VEGFA;VLDLR;VPS13B;WDPCP;WNT8B;ZBTB45;ZC3H12A;ZC4H2;ZEB2;ZMYND8;ZNF423",4,"DYNLT1;GDNF;NAV3;ZC3H12A","down",27.5303643724696,0.145294117647059,0.999999998565885,1
"down","neural crest cell development",18,"ALDH1A2;BMPR1A;CDH2;CYP26C1;FOXC1;FOXC2;KBTBD8;KLHL12;NOLC1;NRG1;PDCD6;PEF1;RDH10;SNAI2;SOX8;SOX9;TAPT1;TCOF1",2,"NOLC1;RDH10","down",1.45748987854251,1.37222222222222,0.434415618073792,1
"down","neural crest cell differentiation",11,"EXT1;FBXL17;FRZB;HTR2B;LRP6;MEF2C;OTUD5;RPS7;SIX1;SMAD4;WNT10A",1,"RPS7","down",0.890688259109312,1.12272727272727,0.605053479157089,1
"down","neural crest cell migration",44,"ACVR1;CORO1C;EDN3;EDNRB;EFNB1;ERBB4;FGF19;GBX2;GDNF;HIF1A;HTR2B;ISL1;KITLG;NRP1;NRTN;OVOL2;PAX6;PHACTR4;RADIL;RET;SEMA3A;SEMA3B;SEMA3C;SEMA3D;SEMA3E;SEMA3F;SEMA3G;SEMA4A;SEMA4B;SEMA4C;SEMA4D;SEMA4F;SEMA4G;SEMA5A;SEMA5B;SEMA6A;SEMA6B;SEMA6C;SEMA6D;SEMA7A;SHH;SOX10;SOX8;TBX1",1,"GDNF","down",3.56275303643725,0.280681818181818,0.975728278186086,1
"down","neural crest cell migration involved in autonomic nervous system development",6,"FN1;NRP1;NRP2;PHOX2B;SEMA3A;SEMA3F",1,"NRP2","down",0.48582995951417,2.05833333333333,0.39750741892763,1
"down","neural crest formation",8,"KBTBD8;KLHL12;LRP6;NOLC1;PDCD6;PEF1;POLR1B;TCOF1",1,"NOLC1","down",0.647773279352227,1.54375,0.49114893813158,1
"down","neural precursor cell proliferation",24,"ADGRG1;BBS1;DBN1;ELL3;EPHB1;HDAC3;HEATR1;IFT20;ILK;KCTD13;LIMS2;LNX2;MELK;NDUFS2;NFIA;ORC3;RARB;RPGRIP1;SLC39A5;TMEM14B;TRIM3;TRNP1;WDR47;ZNF503",2,"HEATR1;WDR47","down",1.94331983805668,1.02916666666667,0.589638326728153,1
"down","neural tube closure",75,"ADM;APAF1;ARHGAP35;BBS4;BCL10;BMP4;BRD2;CC2D2A;CDK20;CECR2;CELSR1;CITED2;CLUAP1;COBL;DEAF1;DLC1;DVL2;FUZ;FZD3;FZD6;GRHL2;GRHL3;IFT122;IFT172;IFT57;KAT2A;KIF20B;LHX2;LIAS;LMO4;LRP2;MED12;MKS1;MTHFD1L;MTHFR;NOG;OPA1;PAX2;PFN1;PHACTR4;PLXNB2;PRICKLE1;PRKACA;PRKACB;PTCH1;PTK7;RALA;RARA;RARG;RGMA;RPS7;SALL4;SCRIB;SDC4;SEMA4C;SFRP1;SFRP2;SKI;ST14;STIL;SUFU;TEAD2;TGFB1;TGFB2;TMED2;TRAF6;TRIM71;TSC1;TSC2;TULP3;TWIST1;VANGL2;VASP;WDR83;WNT5A",1,"RPS7","down",6.07287449392713,0.164666666666667,0.998239474752139,1
"down","neural tube development",26,"ALDH1A2;AMBRA1;C2CD3;DACT1;DCHS1;DVL1;EPHA2;FUZ;GRHL2;INTU;ITPK1;KAT5;MARCKS;NF1;NOTCH1;NUP133;PHGDH;PLXNA2;PROX1;SEMA3C;STIL;TGFB1;TRIM71;WDPCP;ZFP36L1;ZNF358",2,"DVL1;ITPK1","down",2.10526315789474,0.95,0.633826614545469,1
"down","neuroblast proliferation",40,"ACSL6;ARTN;ASCL1;BTG2;CTNNA1;CTNNB1;DAGLA;DAGLB;DMRTA2;DRD2;EML1;FGF2;FOXG1;FRS2;FZD9;GATA2;GLI3;HHIP;HIF1A;ID4;ITGB1;KCNA1;KIFAP3;LHX5;NBN;NDE1;NEUROD4;NF1;NR2E1;OTP;PAFAH1B1;PAX6;PLXNB2;PROX1;RACGAP1;SHH;SOX10;TP53;VAX1;VEGFA",2,"DAGLB;ITGB1","down",3.23886639676113,0.6175,0.845789474275329,1
"down","neurofilament cytoskeleton organization",10,"ARHGEF28;ATF2;ATP8A2;CLN8;INA;NDEL1;NEFH;NEFL;SOD1;VPS54",1,"VPS54","down",0.809716599190283,1.235,0.570242096702958,1
